GS,BB,RBI,R,HR,InnOuts,ADJ Salary,ADJ Salary Group
125.0,20,35.0,60,2,3344.0,427209,0
15.0,4,6.0,10,1,439.0,310697,0
147.0,73,60.0,109,13,3791.0,5281857,1
90.0,21,49.0,36,9,2433.0,357302,0
31.0,3,16.0,22,4,999.0,660232,0
67.0,36,16.0,27,4,1744.0,310697,0
89.0,45,81.0,71,24,2362.0,333999,0
109.0,13,84.0,66,16,2668.0,310697,0
23.0,8,14.0,8,0,669.0,310697,0
120.0,69,50.0,62,16,3220.0,396139,0
153.0,47,117.0,100,30,4024.0,473813,0
25.0,12,12.0,8,1,703.0,310697,0
29.0,9,17.0,14,4,853.0,310697,0
125.0,22,72.0,72,17,3293.0,310697,0
50.0,87,77.0,74,15,1264.0,10874411,3
66.0,23,26.0,28,4,1910.0,318464,0
30.0,10,15.0,17,0,870.0,737906,0
40.0,26,26.0,41,9,1103.0,6524647,2
70.0,21,46.0,22,9,1859.0,3106974,1
36.0,13,9.0,15,0,1175.0,478474,0
36.0,0,0.0,0,0,1175.0,478474,0
157.0,83,91.0,107,16,4139.0,6369298,2
135.0,40,43.0,57,15,3513.0,3728369,1
135.0,12,19.0,22,4,3513.0,3728369,1
53.0,22,55.0,43,20,1308.0,1786510,1
70.0,28,27.0,26,9,1824.0,1110743,1
70.0,3,3.0,2,1,1824.0,1110743,1
77.0,37,21.0,46,1,2150.0,7922785,2
5.0,0,1.0,1,1,167.0,341767,0
40.0,9,4.0,17,0,978.0,310697,0
7.0,2,1.0,3,0,171.0,310697,0
110.0,48,37.0,60,4,2977.0,3106974,1
52.0,8,18.0,16,2,1358.0,313027,0
69.0,17,11.0,11,2,1817.0,310697,0
69.0,28,17.0,18,1,1817.0,310697,0
69.0,17,11.0,11,2,1817.0,2019533,1
69.0,28,17.0,18,1,1817.0,2019533,1
121.0,56,87.0,72,26,2944.0,5747903,1
95.0,32,36.0,28,7,2527.0,2640928,1
162.0,78,141.0,114,63,4244.0,13981386,3
129.0,30,72.0,56,14,3372.0,326232,0
142.0,80,66.0,93,21,3782.0,458278,0
147.0,61,99.0,103,25,3891.0,341767,0
54.0,27,41.0,43,17,1749.0,3857826,1
26.0,9,18.0,12,5,745.0,1203952,1
160.0,93,75.0,108,12,4118.0,8233483,2
27.0,11,10.0,12,3,722.0,310697,0
30.0,7,28.0,18,6,955.0,776743,0
12.0,10,16.0,10,0,378.0,699069,0
147.0,35,52.0,85,10,3840.0,419441,0
23.0,12,14.0,18,2,828.0,419441,0
0.0,4,7.0,6,2,9.0,800046,0
110.0,30,87.0,58,21,2919.0,1864184,1
66.0,37,44.0,55,11,2012.0,2485579,1
144.0,85,118.0,104,45,3574.0,8723496,2
87.0,30,56.0,63,14,2125.0,582557,0
154.0,99,120.0,138,24,3919.0,10952033,3
35.0,4,25.0,19,6,888.0,4349764,1
29.0,6,5.0,6,2,847.0,776743,0
29.0,4,5.0,4,1,847.0,776743,0
6.0,1,0.0,6,0,250.0,315357,0
29.0,15,32.0,35,8,753.0,776743,0
18.0,5,17.0,14,3,516.0,318464,0
108.0,23,32.0,43,3,2935.0,324678,0
84.0,25,48.0,45,10,2179.0,8155808,2
88.0,94,88.0,75,21,2393.0,10874411,3
7.0,1,3.0,0,0,199.0,621394,0
115.0,79,39.0,110,7,2974.0,11728829,3
8.0,3,18.0,11,3,321.0,318464,0
144.0,96,165.0,131,44,3676.0,6757670,2
30.0,9,12.0,26,2,879.0,310697,0
94.0,34,116.0,72,31,2619.0,340213,0
109.0,127,108.0,101,33,2861.0,12777433,3
140.0,65,66.0,112,5,3646.0,4738136,1
7.0,3,4.0,2,1,177.0,699069,0
73.0,25,24.0,41,2,2199.0,332446,0
69.0,16,41.0,41,8,1732.0,1398138,1
37.0,19,26.0,19,5,1079.0,313804,0
144.0,54,133.0,104,34,3699.0,11262783,3
78.0,34,28.0,30,6,2083.0,333999,0
155.0,53,102.0,83,33,4054.0,9320924,2
39.0,7,25.0,24,8,1046.0,313804,0
37.0,17,35.0,28,11,990.0,341767,0
124.0,38,24.0,63,4,3256.0,5613267,1
124.0,19,21.0,19,5,3256.0,5613267,1
27.0,6,13.0,15,0,779.0,1747673,1
27.0,0,7.0,2,1,779.0,1747673,1
148.0,68,113.0,114,35,3930.0,1165115,1
35.0,7,15.0,24,4,907.0,8932552,2
39.0,12,14.0,17,2,1035.0,1087441,1
0.0,0,0.0,0,0,3.0,1631161,1
0.0,0,0.0,0,0,3.0,1631161,1
156.0,28,70.0,108,12,4109.0,621394,0
13.0,11,7.0,9,1,411.0,313804,0
61.0,31,37.0,58,10,1690.0,341767,0
110.0,57,115.0,108,37,2828.0,8416572,2
3.0,2,0.0,2,0,111.0,323125,0
121.0,51,54.0,62,9,3242.0,3417672,1
20.0,9,3.0,11,0,612.0,372836,0
61.0,15,35.0,41,11,1681.0,368953,0
130.0,64,99.0,74,31,3443.0,3670113,1
151.0,12,58.0,64,13,3901.0,667999,0
148.0,51,65.0,83,20,3915.0,5204182,1
127.0,14,74.0,62,19,3333.0,361962,0
3.0,7,10.0,6,3,81.0,310697,0
75.0,20,32.0,38,14,1971.0,419441,0
37.0,10,14.0,13,4,940.0,1009766,1
87.0,64,46.0,51,12,2277.0,5942089,1
129.0,5,0.0,8,0,3439.0,2718602,1
129.0,32,34.0,71,4,3439.0,2718602,1
4.0,13,18.0,22,6,129.0,2136045,1
118.0,42,49.0,60,18,3168.0,310697,0
140.0,57,100.0,92,38,3636.0,7767436,2
37.0,16,32.0,46,10,885.0,466046,0
9.0,2,8.0,5,1,303.0,326232,0
84.0,44,70.0,57,12,2205.0,310697,0
47.0,4,24.0,32,5,1242.0,504883,0
65.0,27,25.0,42,3,1810.0,365069,0
122.0,67,28.0,76,0,3205.0,349534,0
22.0,10,4.0,4,2,539.0,310697,0
11.0,9,2.0,6,0,335.0,310697,0
33.0,5,2.0,4,0,961.0,380604,0
33.0,9,9.0,20,0,961.0,380604,0
46.0,12,20.0,20,2,1230.0,344874,0
61.0,30,49.0,37,11,1532.0,3883718,1
0.0,0,0.0,0,0,13.0,310697,0
130.0,15,59.0,81,14,3433.0,312250,0
13.0,14,12.0,8,2,400.0,310697,0
120.0,29,50.0,57,8,3256.0,434976,0
54.0,17,20.0,21,5,1499.0,411674,0
81.0,26,47.0,32,12,2149.0,312250,0
91.0,40,67.0,48,9,2358.0,310697,0
61.0,22,29.0,26,6,1592.0,372836,0
74.0,26,27.0,22,1,1958.0,341767,0
128.0,46,71.0,67,26,3321.0,312250,0
158.0,149,126.0,143,42,4205.0,10097668,3
63.0,26,17.0,16,2,1653.0,357302,0
10.0,11,11.0,23,1,602.0,310697,0
123.0,50,66.0,61,12,3315.0,6990693,2
21.0,12,15.0,10,4,614.0,310697,0
156.0,88,73.0,123,16,4130.0,9414133,2
83.0,38,31.0,44,4,2283.0,1087441,1
73.0,46,56.0,45,13,1887.0,6990693,2
7.0,3,7.0,3,1,168.0,427209,0
83.0,40,33.0,31,4,2294.0,1398138,1
121.0,50,108.0,86,25,3191.0,3883718,1
79.0,37,25.0,33,1,2048.0,3437090,1
103.0,56,56.0,49,15,2785.0,403906,0
2.0,8,1.0,2,1,73.0,854418,0
31.0,20,23.0,24,5,894.0,318464,0
9.0,5,3.0,4,1,237.0,310697,0
91.0,47,39.0,56,4,2503.0,2485579,1
3.0,2,5.0,2,1,114.0,427209,0
33.0,9,30.0,11,8,728.0,310697,0
154.0,46,108.0,112,22,4058.0,310697,0
140.0,67,77.0,101,14,3683.0,3262323,1
155.0,58,119.0,96,27,4076.0,403906,0
122.0,47,53.0,71,10,3198.0,310697,0
29.0,40,34.0,34,3,747.0,310697,0
22.0,10,5.0,16,3,659.0,316911,0
28.0,8,5.0,14,0,761.0,333999,0
20.0,15,11.0,14,3,520.0,6213949,2
85.0,34,35.0,31,5,2302.0,1359301,1
12.0,4,10.0,8,1,367.0,310697,0
11.0,21,12.0,27,0,375.0,349534,0
156.0,50,84.0,92,16,4066.0,1413673,1
131.0,22,56.0,66,2,3386.0,1864184,1
17.0,9,6.0,2,0,542.0,310697,0
53.0,22,26.0,26,9,1364.0,512650,0
23.0,13,15.0,14,2,610.0,372836,0
76.0,54,102.0,101,22,1958.0,411674,0
149.0,61,67.0,84,15,3962.0,341767,0
46.0,0,1.0,4,0,1386.0,598092,0
46.0,19,19.0,25,2,1386.0,598092,0
46.0,0,1.0,4,0,1386.0,372836,0
46.0,19,19.0,25,2,1386.0,372836,0
6.0,0,3.0,2,0,181.0,326232,0
8.0,5,8.0,5,2,290.0,538283,0
117.0,31,46.0,72,7,3084.0,2951626,1
10.0,26,17.0,14,2,377.0,699069,0
58.0,24,32.0,39,9,1613.0,1320464,1
16.0,13,13.0,23,1,598.0,466046,0
99.0,44,55.0,49,24,2636.0,8272320,2
147.0,53,112.0,74,34,3907.0,8544180,2
27.0,10,11.0,11,3,744.0,310697,0
155.0,71,99.0,98,33,4139.0,13981386,3
145.0,101,101.0,103,34,3667.0,15467556,3
59.0,20,29.0,27,1,1708.0,4660462,1
121.0,39,68.0,60,14,3195.0,3883718,1
0.0,0,0.0,0,0,6.0,636929,0
116.0,63,41.0,73,2,2923.0,6990693,2
43.0,25,22.0,34,5,1376.0,315357,0
29.0,9,23.0,13,3,736.0,310697,0
56.0,33,16.0,15,5,1611.0,737906,0
56.0,25,10.0,21,1,1611.0,737906,0
114.0,64,58.0,60,8,3062.0,310697,0
57.0,17,23.0,26,2,1416.0,1631161,1
127.0,91,103.0,87,33,3328.0,5611973,1
154.0,75,88.0,98,15,4015.0,4660462,1
25.0,14,21.0,18,2,744.0,333999,0
145.0,49,83.0,92,20,3855.0,7767436,2
20.0,5,8.0,10,3,658.0,337106,0
118.0,35,82.0,70,21,3037.0,335553,0
140.0,52,67.0,93,5,3738.0,2322463,1
94.0,53,62.0,56,21,2286.0,8845763,2
64.0,45,40.0,47,8,1831.0,380604,0
70.0,48,38.0,45,10,1980.0,4716535,1
37.0,14,16.0,17,1,972.0,3106974,1
129.0,37,46.0,69,10,3345.0,310697,0
109.0,30,65.0,53,16,2853.0,1786510,1
24.0,48,70.0,62,14,621.0,4660462,1
70.0,34,38.0,40,3,2013.0,660232,0
126.0,22,26.0,47,1,3207.0,310697,0
85.0,22,41.0,47,7,2513.0,504883,0
113.0,26,35.0,52,9,2902.0,310697,0
78.0,17,44.0,54,9,2082.0,310697,0
82.0,40,58.0,42,11,2150.0,310697,0
4.0,0,3.0,1,0,192.0,314581,0
103.0,57,54.0,58,7,2704.0,2640928,1
95.0,43,32.0,34,2,2535.0,310697,0
96.0,38,42.0,35,4,2435.0,1553487,1
59.0,22,28.0,22,5,1661.0,322348,0
99.0,52,46.0,62,6,2485.0,431092,0
92.0,43,37.0,28,11,2564.0,1941859,1
92.0,7,14.0,13,5,2564.0,1941859,1
113.0,32,52.0,53,8,2854.0,311474,0
40.0,17,18.0,21,8,981.0,310697,0
100.0,18,39.0,48,8,2610.0,349534,0
3.0,0,2.0,2,1,155.0,310697,0
92.0,22,47.0,38,9,2302.0,419441,0
159.0,55,131.0,102,42,4135.0,1631161,1
55.0,13,31.0,42,2,1444.0,528185,0
16.0,3,3.0,4,0,393.0,333999,0
3.0,2,0.0,3,0,155.0,310697,0
78.0,17,26.0,48,2,2304.0,349534,0
29.0,27,18.0,17,2,1026.0,349534,0
43.0,26,26.0,25,8,962.0,869952,0
53.0,20,25.0,29,5,1701.0,504883,0
17.0,18,13.0,18,2,674.0,388371,0
28.0,5,10.0,14,5,698.0,313027,0
122.0,29,59.0,67,12,3084.0,349534,0
134.0,32,64.0,83,22,3396.0,4660462,1
105.0,28,56.0,42,14,2663.0,1398138,1
10.0,1,2.0,12,1,333.0,310697,0
130.0,39,71.0,64,17,3452.0,8155808,2
52.0,43,24.0,37,5,1524.0,3106974,1
64.0,10,27.0,23,2,1653.0,5281857,1
158.0,91,102.0,134,24,4187.0,7767436,2
150.0,83,68.0,120,18,3950.0,9320924,2
68.0,28,40.0,45,9,1782.0,315124,0
151.0,69,105.0,95,28,4025.0,6679995,2
150.0,66,110.0,70,19,3910.0,9709296,2
99.0,53,57.0,50,12,2681.0,543720,0
33.0,4,16.0,20,2,927.0,1242789,1
52.0,18,20.0,25,8,1416.0,316989,0
153.0,100,115.0,116,25,4064.0,15312947,3
70.0,32,42.0,42,14,1791.0,310697,0
158.0,85,108.0,123,27,4142.0,4349764,1
13.0,9,9.0,14,3,500.0,441190,0
25.0,19,18.0,12,4,552.0,9165575,2
115.0,60,36.0,90,4,3179.0,757325,0
13.0,28,21.0,18,4,502.0,388371,0
113.0,82,42.0,89,12,2667.0,2951626,1
9.0,3,6.0,3,2,280.0,310697,0
16.0,12,13.0,11,2,663.0,893255,0
98.0,39,36.0,35,8,2552.0,5825577,1
98.0,2,1.0,1,1,2552.0,5825577,1
98.0,16,11.0,11,3,2552.0,5825577,1
159.0,125,96.0,107,19,4157.0,6602321,2
151.0,49,60.0,49,1,3950.0,2563254,1
135.0,51,124.0,100,40,3470.0,11140723,3
29.0,15,21.0,18,3,921.0,543720,0
0.0,1,5.0,2,0,1.0,2621509,1
157.0,74,120.0,88,32,4071.0,10874411,3
0.0,0,0.0,0,0,3.0,310697,0
98.0,46,50.0,47,13,2548.0,312250,0
73.0,38,24.0,41,4,2076.0,314581,0
140.0,105,123.0,115,33,3626.0,3267501,1
132.0,63,86.0,80,28,3116.0,466046,0
39.0,18,21.0,13,3,1023.0,310697,0
67.0,11,24.0,26,7,1700.0,357302,0
5.0,101,111.0,93,35,111.0,815580,0
56.0,13,31.0,24,4,1592.0,932092,0
43.0,25,8.0,26,3,1431.0,345650,0
101.0,71,49.0,76,15,2544.0,1087441,1
30.0,26,17.0,20,4,775.0,932092,0
55.0,22,41.0,41,11,1550.0,372836,0
58.0,29,33.0,31,8,1630.0,403906,0
139.0,89,102.0,94,38,3641.0,3029300,1
156.0,57,84.0,93,21,4132.0,357302,0
9.0,2,2.0,4,0,542.0,312250,0
145.0,109,93.0,118,20,3803.0,621394,0
121.0,24,54.0,48,5,2777.0,310697,0
88.0,36,48.0,43,4,2313.0,970929,0
19.0,4,21.0,7,1,554.0,310697,0
155.0,54,102.0,90,24,4057.0,4971159,1
10.0,12,10.0,9,3,785.0,310697,0
37.0,38,33.0,29,8,1024.0,621394,0
4.0,4,1.0,2,0,139.0,326232,0
131.0,85,77.0,107,17,3356.0,9320924,2
146.0,48,73.0,101,11,3803.0,841471,0
76.0,24,51.0,36,4,2075.0,854418,0
138.0,44,96.0,84,31,3574.0,3495346,1
1.0,1,0.0,1,0,48.0,466046,0
60.0,19,26.0,31,1,1554.0,403906,0
111.0,67,77.0,74,26,2887.0,1553487,1
34.0,29,11.0,28,1,1140.0,660232,0
93.0,20,37.0,42,1,2547.0,1087441,1
47.0,33,17.0,34,4,1540.0,341767,0
81.0,22,58.0,49,16,1874.0,450511,0
1.0,0,2.0,3,1,33.0,318464,0
30.0,4,23.0,16,6,714.0,411674,0
30.0,1,1.0,1,1,714.0,411674,0
136.0,95,115.0,109,39,3565.0,1734726,1
76.0,10,18.0,18,1,2016.0,582557,0
76.0,10,13.0,24,2,2016.0,582557,0
74.0,38,41.0,61,8,1947.0,1941859,1
126.0,49,63.0,97,24,3314.0,4194415,1
21.0,9,7.0,15,0,569.0,2330231,1
134.0,59,73.0,65,15,3647.0,310697,0
72.0,28,17.0,25,0,1807.0,326232,0
43.0,11,13.0,12,2,1148.0,543720,0
132.0,50,81.0,71,22,3433.0,2019533,1
11.0,7,13.0,7,3,321.0,310697,0
12.0,7,4.0,6,1,377.0,388371,0
153.0,75,106.0,103,26,4076.0,3262323,1
45.0,6,20.0,20,7,1138.0,333999,0
71.0,25,30.0,29,5,1885.0,310697,0
3.0,1,0.0,1,0,70.0,411674,0
75.0,27,15.0,20,1,1883.0,3417672,1
17.0,1,12.0,7,3,455.0,310697,0
104.0,29,62.0,59,10,2419.0,6835344,2
105.0,53,39.0,56,9,2829.0,315357,0
88.0,58,43.0,34,5,2338.0,4414514,1
45.0,15,21.0,17,8,1119.0,2951626,1
45.0,13,5.0,8,0,1119.0,2951626,1
59.0,45,30.0,20,2,1601.0,893255,0
52.0,13,15.0,9,3,1405.0,1320464,1
52.0,13,9.0,10,2,1405.0,1320464,1
96.0,51,85.0,52,24,2588.0,411674,0
98.0,38,61.0,55,9,2715.0,427209,0
110.0,55,48.0,65,23,3069.0,411674,0
127.0,65,72.0,92,26,3173.0,5747903,1
58.0,37,41.0,26,6,1381.0,1669998,1
118.0,65,41.0,95,6,3009.0,3277858,1
152.0,58,78.0,92,21,3984.0,1087441,1
27.0,7,14.0,16,2,797.0,621394,0
84.0,69,38.0,37,14,2109.0,7482844,2
120.0,32,59.0,55,21,3185.0,3650695,1
21.0,6,9.0,16,0,679.0,326232,0
154.0,91,134.0,123,48,3945.0,13609376,3
5.0,1,3.0,2,1,115.0,310697,0
65.0,27,49.0,44,15,1602.0,2330231,1
65.0,7,28.0,18,7,1602.0,2330231,1
47.0,17,27.0,23,9,1344.0,341767,0
19.0,6,10.0,4,0,549.0,357302,0
49.0,13,34.0,29,9,1313.0,970929,0
66.0,20,33.0,34,9,1786.0,2174882,1
5.0,97,86.0,86,24,114.0,5437205,1
30.0,2,7.0,11,4,858.0,776743,0
30.0,6,22.0,13,5,858.0,776743,0
129.0,56,111.0,110,42,3344.0,4835229,1
90.0,32,39.0,43,9,2340.0,3883718,1
90.0,8,13.0,14,5,2340.0,3883718,1
113.0,29,38.0,46,7,3023.0,5631391,1
146.0,43,80.0,68,22,3843.0,1475813,1
127.0,55,64.0,100,16,3465.0,1320464,1
95.0,73,83.0,91,34,2386.0,14573353,3
106.0,69,96.0,73,31,2594.0,6990693,2
61.0,33,48.0,33,6,1634.0,2951626,1
92.0,29,30.0,49,3,2542.0,2718602,1
92.0,9,4.0,12,0,2542.0,2718602,1
133.0,61,101.0,86,23,3396.0,8932552,2
30.0,14,19.0,21,5,911.0,315357,0
85.0,43,39.0,39,2,2322.0,1165115,1
24.0,9,10.0,10,1,657.0,323902,0
103.0,65,36.0,61,2,2790.0,815580,0
2.0,2,5.0,1,0,98.0,310697,0
30.0,24,29.0,32,7,952.0,310697,0
58.0,53,26.0,49,3,1724.0,854418,0
53.0,13,21.0,21,5,1393.0,776743,0
150.0,86,98.0,93,24,4033.0,4660462,1
69.0,44,26.0,38,6,1900.0,1242789,1
74.0,24,31.0,21,4,1981.0,349534,0
48.0,30,30.0,27,5,1232.0,5314231,1
93.0,50,39.0,72,13,2422.0,2783364,1
42.0,2,25.0,23,5,1216.0,947627,0
42.0,0,16.0,12,0,1216.0,947627,0
21.0,7,6.0,3,1,562.0,1475813,1
38.0,17,28.0,16,6,987.0,504883,0
26.0,3,16.0,12,1,680.0,310697,0
103.0,49,63.0,77,15,2678.0,10253016,3
80.0,18,34.0,32,6,2266.0,326232,0
128.0,41,44.0,65,9,3434.0,310697,0
39.0,17,20.0,25,0,1455.0,1553487,1
150.0,133,147.0,118,65,3773.0,14538571,3
37.0,6,37.0,21,10,992.0,466046,0
140.0,53,63.0,92,11,3774.0,3106974,1
147.0,82,107.0,104,34,3836.0,419441,0
75.0,38,29.0,40,2,1805.0,1165115,1
5.0,2,0.0,2,0,135.0,333999,0
114.0,24,36.0,61,3,2982.0,365069,0
6.0,58,95.0,75,34,124.0,5165345,1
18.0,7,5.0,8,3,494.0,318464,0
50.0,8,27.0,21,6,1327.0,415557,0
112.0,19,71.0,53,14,2972.0,1988463,1
34.0,9,19.0,20,2,889.0,407790,0
28.0,10,13.0,18,1,868.0,310697,0
76.0,14,30.0,32,0,2096.0,353418,0
43.0,19,17.0,25,2,1276.0,318464,0
131.0,60,66.0,79,6,3492.0,3106974,1
36.0,14,18.0,20,1,986.0,2873951,1
124.0,86,104.0,75,32,3197.0,8155808,2
47.0,16,32.0,29,6,1298.0,326232,0
55.0,16,19.0,18,3,1530.0,365069,0
76.0,49,42.0,40,11,1916.0,4660462,1
73.0,24,27.0,39,1,1921.0,3728369,1
72.0,43,39.0,49,14,1868.0,357302,0
69.0,17,24.0,44,2,1865.0,318464,0
36.0,28,17.0,33,3,1004.0,1281627,1
133.0,39,52.0,69,14,3448.0,6990693,2
130.0,51,128.0,114,39,3341.0,13204642,3
104.0,40,33.0,63,3,2748.0,5009996,1
2.0,1,0.0,4,0,87.0,310697,0
145.0,96,101.0,107,20,3802.0,5126508,1
68.0,21,37.0,41,8,1967.0,3456509,1
31.0,4,18.0,16,5,797.0,310697,0
138.0,83,45.0,105,6,3655.0,3728369,1
28.0,97,148.0,96,47,739.0,13748256,3
141.0,24,113.0,116,35,3625.0,13903712,3
18.0,5,9.0,10,0,627.0,310697,0
0.0,0,0.0,0,0,6.0,970929,0
130.0,52,81.0,76,24,3453.0,3262323,1
21.0,10,12.0,12,1,684.0,699069,0
155.0,56,98.0,80,24,4066.0,4971159,1
2.0,9,6.0,11,1,48.0,776743,0
6.0,0,3.0,2,0,171.0,419441,0
6.0,1,3.0,1,1,171.0,419441,0
125.0,21,55.0,69,5,3332.0,352641,0
1.0,0,1.0,1,0,27.0,427209,0
96.0,64,45.0,63,14,2602.0,621394,0
147.0,86,134.0,113,44,3915.0,7883948,2
130.0,77,75.0,73,6,3335.0,3495346,1
106.0,26,80.0,48,18,2805.0,4077904,1
37.0,16,12.0,22,2,978.0,3534183,1
20.0,15,10.0,18,0,526.0,854418,0
152.0,66,123.0,134,42,4001.0,4854648,1
7.0,20,41.0,22,12,203.0,1553487,1
50.0,12,17.0,16,3,1335.0,932092,0
142.0,59,67.0,102,11,3744.0,673177,0
23.0,4,8.0,8,1,615.0,310697,0
6.0,2,2.0,1,0,196.0,310697,0
147.0,24,117.0,92,35,3926.0,4884644,1
15.0,0,5.0,4,0,445.0,323138,0
12.0,1,11.0,6,1,297.0,4847070,1
136.0,64,100.0,121,25,3572.0,3757418,1
90.0,30,23.0,28,6,2374.0,338167,0
155.0,112,102.0,120,47,4146.0,413316,0
147.0,28,72.0,82,9,3973.0,304350,0
123.0,23,71.0,59,14,3273.0,315623,0
47.0,38,25.0,38,0,1379.0,826632,0
123.0,104,97.0,108,34,3209.0,9017804,2
26.0,40,49.0,47,17,820.0,901780,0
147.0,79,117.0,93,36,3797.0,16783137,3
38.0,7,12.0,17,6,1041.0,1390244,1
142.0,70,68.0,87,18,3731.0,10520772,3
82.0,43,57.0,48,15,2200.0,1510482,1
8.0,4,2.0,2,0,185.0,469677,0
56.0,34,33.0,35,8,1415.0,390771,0
145.0,65,96.0,100,35,3851.0,8078450,2
59.0,4,10.0,10,1,1649.0,1127225,1
59.0,18,10.0,19,3,1649.0,1127225,1
19.0,17,6.0,18,2,624.0,365972,0
29.0,7,6.0,6,2,791.0,7890579,2
29.0,10,9.0,11,1,791.0,7890579,2
162.0,78,114.0,106,31,4292.0,5009891,1
42.0,3,13.0,9,1,1160.0,1653264,1
42.0,17,13.0,22,3,1160.0,1653264,1
22.0,8,8.0,13,2,598.0,323138,0
111.0,25,40.0,34,8,2951.0,751483,0
111.0,40,14.0,19,1,2951.0,751483,0
91.0,36,44.0,43,10,2426.0,450890,0
27.0,5,11.0,17,0,822.0,323138,0
68.0,19,33.0,22,8,1830.0,1502967,1
93.0,20,47.0,43,12,2412.0,12775223,3
142.0,30,57.0,95,7,3749.0,3757418,1
64.0,37,28.0,23,5,1281.0,300593,0
118.0,73,37.0,87,4,3187.0,300593,0
122.0,36,100.0,67,28,3234.0,12775223,3
14.0,11,6.0,15,1,834.0,601186,0
14.0,0,0.0,3,0,834.0,601186,0
161.0,59,104.0,122,36,4291.0,5560979,1
155.0,95,111.0,118,36,4044.0,7139095,2
127.0,38,77.0,71,17,3324.0,11422552,3
39.0,31,32.0,24,5,1052.0,5057634,1
61.0,29,32.0,32,2,1886.0,1502967,1
121.0,35,89.0,60,24,3254.0,9393546,2
7.0,0,3.0,0,0,158.0,976928,0
86.0,32,37.0,43,11,2342.0,5560979,1
82.0,51,37.0,56,5,2030.0,4508902,1
63.0,26,18.0,29,0,1584.0,4508902,1
13.0,7,6.0,10,0,391.0,751483,0
124.0,92,50.0,89,19,3229.0,10711948,3
110.0,52,103.0,71,23,2860.0,19341192,3
155.0,34,59.0,70,16,3973.0,4508902,1
155.0,15,21.0,18,4,3973.0,4508902,1
117.0,47,28.0,49,9,3033.0,9017804,2
117.0,22,42.0,29,12,3033.0,9017804,2
90.0,36,46.0,53,13,2438.0,3757418,1
133.0,69,86.0,84,10,3456.0,6326477,2
4.0,2,0.0,2,0,150.0,302096,0
49.0,21,19.0,27,5,1299.0,308108,0
121.0,32,55.0,52,21,3180.0,6913650,2
121.0,20,36.0,24,10,3180.0,6913650,2
22.0,2,9.0,13,0,587.0,305853,0
3.0,0,0.0,1,0,78.0,300593,0
27.0,8,12.0,9,3,690.0,1803560,1
73.0,23,56.0,43,15,1825.0,9468695,2
134.0,29,57.0,56,13,3457.0,6232489,2
134.0,12,11.0,13,1,3457.0,6232489,2
49.0,13,19.0,30,4,1525.0,920567,0
87.0,44,76.0,55,21,2201.0,443375,0
122.0,52,108.0,82,34,3191.0,7515337,2
73.0,28,13.0,35,1,2040.0,3757418,1
73.0,8,3.0,14,0,2040.0,3757418,1
136.0,61,96.0,104,21,3555.0,5560979,1
43.0,38,36.0,21,8,1133.0,1044562,1
75.0,22,17.0,44,2,2010.0,3607121,1
108.0,63,60.0,66,12,2862.0,405801,0
102.0,70,41.0,73,9,2642.0,8642063,2
133.0,44,70.0,68,13,3548.0,6011869,2
52.0,30,28.0,22,10,1375.0,5260386,1
52.0,14,18.0,11,4,1375.0,5260386,1
10.0,2,2.0,6,2,243.0,9543843,2
119.0,60,65.0,55,10,3228.0,563612,0
50.0,21,29.0,31,3,1357.0,383256,0
3.0,2,1.0,4,0,222.0,319380,0
149.0,75,75.0,121,17,3910.0,7364540,2
80.0,6,21.0,18,5,2194.0,1014503,1
80.0,11,28.0,23,9,2194.0,1014503,1
69.0,27,23.0,29,3,1806.0,375741,0
127.0,47,97.0,84,21,3381.0,458405,0
146.0,38,92.0,107,24,3818.0,413316,0
2.0,0,0.0,0,0,68.0,338167,0
55.0,26,28.0,25,6,1429.0,428345,0
150.0,60,126.0,102,32,3968.0,638761,0
20.0,5,8.0,15,1,583.0,300593,0
135.0,35,62.0,83,11,3608.0,428345,0
30.0,112,143.0,115,43,775.0,10671069,3
137.0,59,92.0,107,25,3664.0,1983917,1
15.0,5,4.0,12,0,517.0,375741,0
45.0,27,39.0,25,14,1290.0,1502967,1
2.0,4,0.0,1,0,103.0,300593,0
21.0,4,14.0,11,3,504.0,315623,0
130.0,47,48.0,64,15,3568.0,1653264,1
97.0,32,40.0,47,6,2619.0,3005934,1
136.0,95,82.0,75,11,3649.0,7965727,2
77.0,36,37.0,34,10,2058.0,593672,0
118.0,66,56.0,73,11,3055.0,3757418,1
36.0,10,29.0,23,11,847.0,2254451,1
36.0,9,29.0,22,16,847.0,2254451,1
29.0,13,11.0,19,0,856.0,450890,0
43.0,11,24.0,17,5,1249.0,326895,0
64.0,44,25.0,26,4,1700.0,1502967,1
97.0,22,51.0,37,18,2384.0,6913650,2
97.0,14,10.0,10,2,2384.0,6913650,2
156.0,91,138.0,106,50,4150.0,16532642,3
147.0,63,47.0,98,6,3854.0,6763353,2
119.0,41,76.0,67,16,2961.0,10520772,3
119.0,8,14.0,13,7,2961.0,10520772,3
80.0,24,43.0,44,12,2135.0,450890,0
126.0,52,85.0,69,20,3237.0,601186,0
5.0,1,8.0,7,2,179.0,300593,0
141.0,94,118.0,100,40,3682.0,14022235,3
100.0,48,41.0,71,11,2534.0,7965727,2
46.0,1,3.0,1,0,1323.0,901780,0
46.0,12,21.0,19,2,1323.0,901780,0
