GS,BB,RBI,R,HR,InnOuts,ADJ Salary,ADJ Salary Group
34.0,12,6.0,9,2,1012.0,751483,0
34.0,19,8.0,15,1,1012.0,751483,0
49.0,24,58.0,50,13,1536.0,1296309,1
129.0,45,46.0,76,12,3387.0,2930786,1
66.0,19,45.0,22,8,1826.0,976928,0
83.0,32,40.0,71,12,2261.0,563612,0
66.0,21,24.0,29,6,1772.0,2104154,1
63.0,44,36.0,55,15,1894.0,2555044,1
132.0,36,88.0,68,18,3302.0,2930786,1
154.0,64,89.0,111,19,3928.0,10816339,3
93.0,16,42.0,44,7,2450.0,4058012,1
6.0,5,5.0,3,0,195.0,341925,0
69.0,11,25.0,29,4,1886.0,356954,0
153.0,73,106.0,93,22,4048.0,8341469,2
103.0,38,58.0,46,21,2634.0,10520772,3
103.0,39,60.0,43,20,2634.0,10520772,3
133.0,79,73.0,107,15,3456.0,11272256,3
50.0,5,12.0,13,5,1327.0,326895,0
50.0,7,18.0,13,4,1327.0,326895,0
93.0,86,122.0,92,38,2398.0,6387611,2
131.0,25,44.0,45,16,3512.0,371232,0
131.0,34,47.0,44,14,3512.0,371232,0
106.0,118,106.0,106,37,2796.0,12286759,3
154.0,87,66.0,101,7,3986.0,4508902,1
47.0,7,12.0,16,2,1288.0,349439,0
47.0,11,15.0,11,3,1288.0,349439,0
34.0,17,21.0,16,3,858.0,1127225,1
151.0,67,115.0,111,11,3963.0,5410682,1
126.0,50,47.0,65,5,3414.0,5135139,1
126.0,18,11.0,29,1,3414.0,5135139,1
115.0,44,106.0,94,20,3009.0,4784445,1
156.0,103,147.0,138,42,4047.0,1953857,1
53.0,21,13.0,36,1,1531.0,450890,0
53.0,6,1.0,11,0,1531.0,450890,0
124.0,31,47.0,62,11,3299.0,9393546,2
124.0,7,13.0,10,0,3299.0,9393546,2
3.0,2,3.0,4,0,124.0,789057,0
0.0,2,4.0,2,1,6.0,676335,0
93.0,47,64.0,36,6,2429.0,2630193,1
160.0,30,71.0,92,10,4208.0,3325315,1
31.0,7,13.0,6,1,811.0,939354,0
31.0,2,0.0,1,0,811.0,939354,0
54.0,28,40.0,52,9,1476.0,976928,0
80.0,46,51.0,64,9,2033.0,18250319,3
140.0,69,51.0,75,7,3703.0,6011869,2
58.0,24,37.0,32,13,1417.0,6105805,2
154.0,13,82.0,68,10,4066.0,2968360,1
125.0,55,58.0,76,14,3210.0,5936721,1
138.0,29,72.0,75,14,3638.0,488464,0
30.0,22,22.0,18,3,878.0,300593,0
5.0,0,0.0,1,0,153.0,1052077,1
5.0,0,0.0,0,0,153.0,1052077,1
66.0,32,67.0,69,22,1632.0,11272256,3
60.0,14,27.0,26,3,1859.0,354700,0
144.0,74,102.0,104,30,3769.0,6650631,2
36.0,16,14.0,18,2,897.0,4696773,1
42.0,10,31.0,31,7,1238.0,308108,0
129.0,66,102.0,73,29,3251.0,10520772,3
35.0,22,25.0,37,6,943.0,1653264,1
35.0,7,5.0,11,1,943.0,1653264,1
80.0,5,12.0,9,4,2339.0,751483,0
80.0,20,47.0,45,7,2339.0,751483,0
49.0,25,21.0,23,1,1428.0,443375,0
29.0,3,6.0,4,2,814.0,473434,0
29.0,10,10.0,7,3,814.0,473434,0
135.0,78,17.0,101,2,3529.0,586157,0
11.0,5,7.0,12,1,346.0,302096,0
107.0,50,91.0,75,22,2669.0,6763353,2
98.0,13,42.0,35,7,2567.0,443375,0
121.0,42,57.0,87,12,3331.0,486961,0
123.0,63,70.0,70,28,3399.0,338167,0
135.0,54,91.0,73,22,3574.0,383256,0
5.0,0,0.0,1,0,147.0,477943,0
56.0,36,42.0,36,14,1293.0,398286,0
65.0,13,15.0,17,0,1760.0,368227,0
152.0,55,121.0,94,31,4088.0,431351,0
120.0,52,114.0,82,30,3038.0,7890579,2
157.0,107,132.0,152,47,4086.0,9769288,2
65.0,0,0.0,0,0,1761.0,413316,0
65.0,22,14.0,10,0,1761.0,413316,0
65.0,5,6.0,8,2,1761.0,413316,0
10.0,7,6.0,18,2,594.0,383256,0
100.0,61,35.0,67,8,2558.0,10145030,3
82.0,35,33.0,32,7,2209.0,1052077,1
56.0,42,45.0,42,15,1427.0,6763353,2
60.0,43,26.0,54,6,1635.0,3607121,1
61.0,25,33.0,24,7,1610.0,1653264,1
149.0,56,122.0,118,44,3897.0,495979,0
50.0,2,3.0,4,0,1524.0,390771,0
50.0,25,17.0,28,2,1524.0,390771,0
88.0,55,69.0,47,14,2340.0,323138,0
9.0,7,5.0,7,1,256.0,1052077,1
9.0,1,2.0,3,1,256.0,1052077,1
79.0,49,43.0,41,3,2171.0,2555044,1
50.0,15,47.0,36,20,1280.0,356954,0
87.0,35,44.0,49,7,2307.0,526038,0
132.0,65,88.0,136,16,3449.0,6011869,2
31.0,8,23.0,12,1,900.0,349439,0
145.0,69,118.0,107,33,3781.0,3456825,1
93.0,36,29.0,59,2,2465.0,375741,0
0.0,0,0.0,0,0,27.0,338167,0
35.0,4,18.0,9,4,913.0,826632,0
54.0,22,53.0,34,12,1563.0,488464,0
2.0,6,1.0,6,0,132.0,349439,0
80.0,35,78.0,76,20,2100.0,308108,0
155.0,36,106.0,88,15,4084.0,1502967,1
49.0,23,14.0,29,0,1355.0,864206,0
140.0,28,38.0,68,1,3594.0,3456825,1
114.0,71,144.0,105,29,2932.0,3381676,1
65.0,43,33.0,36,7,1763.0,789057,0
136.0,56,85.0,71,20,3604.0,1502967,1
59.0,38,32.0,29,14,1565.0,450890,0
161.0,90,99.0,98,24,4278.0,14152944,3
146.0,45,49.0,101,7,3878.0,4508902,1
13.0,26,26.0,18,8,418.0,713909,0
96.0,30,24.0,42,8,2735.0,2179302,1
96.0,11,23.0,39,11,2735.0,2179302,1
82.0,45,70.0,49,24,2102.0,9205675,2
153.0,63,106.0,84,31,3995.0,8078450,2
64.0,54,28.0,32,6,1771.0,751483,0
29.0,21,9.0,19,1,917.0,1127225,1
139.0,101,109.0,105,43,3399.0,14904428,3
62.0,10,4.0,9,0,1883.0,5260386,1
62.0,12,10.0,23,0,1883.0,5260386,1
35.0,9,13.0,26,4,889.0,6011869,2
29.0,20,9.0,14,2,755.0,308108,0
149.0,82,54.0,83,8,3956.0,375741,0
7.0,4,2.0,1,1,193.0,3531973,1
7.0,0,0.0,0,0,193.0,3531973,1
83.0,36,31.0,29,7,2197.0,353197,0
155.0,99,98.0,91,31,4158.0,6706992,2
141.0,39,62.0,67,14,3776.0,7514837,2
94.0,57,46.0,46,9,2561.0,450890,0
118.0,41,59.0,51,11,3131.0,5009891,1
72.0,17,43.0,30,18,1891.0,1254977,1
129.0,33,94.0,100,34,3379.0,423836,0
43.0,9,27.0,24,6,1388.0,1164799,1
88.0,37,40.0,49,7,2254.0,3757418,1
33.0,30,17.0,28,2,963.0,390771,0
19.0,10,16.0,14,2,540.0,413316,0
1.0,12,6.0,9,1,40.0,774028,0
126.0,36,82.0,64,16,3308.0,2254451,1
27.0,11,22.0,28,4,776.0,450890,0
27.0,6,2.0,1,0,776.0,450890,0
148.0,46,54.0,89,8,3921.0,345682,0
85.0,48,47.0,52,4,2408.0,751483,0
94.0,18,44.0,44,5,2480.0,338167,0
44.0,25,27.0,22,5,1133.0,751483,0
44.0,16,18.0,18,4,1133.0,751483,0
37.0,24,14.0,16,3,1036.0,428345,0
133.0,26,76.0,66,19,3566.0,338167,0
133.0,77,65.0,79,9,3493.0,368227,0
141.0,91,88.0,84,13,3627.0,3005934,1
49.0,17,17.0,18,5,1268.0,300593,0
30.0,9,11.0,14,1,870.0,303599,0
25.0,57,63.0,59,10,646.0,330652,0
64.0,7,8.0,14,2,1612.0,484707,0
64.0,20,36.0,28,7,1612.0,484707,0
73.0,23,22.0,28,1,1900.0,398286,0
127.0,58,31.0,80,5,3408.0,302847,0
80.0,26,45.0,40,11,2177.0,315623,0
118.0,25,55.0,47,13,2972.0,398286,0
11.0,7,8.0,6,1,357.0,302847,0
151.0,58,123.0,101,44,3804.0,5260386,1
52.0,19,23.0,30,2,1343.0,1239948,1
28.0,10,13.0,30,0,1049.0,338167,0
38.0,12,16.0,20,4,1178.0,526038,0
121.0,48,75.0,60,22,3109.0,5260386,1
153.0,49,97.0,101,24,3902.0,511008,0
19.0,6,5.0,6,0,564.0,901780,0
92.0,28,54.0,52,11,2275.0,6011869,2
92.0,5,7.0,7,2,2275.0,6011869,2
82.0,29,34.0,31,12,2105.0,2029006,1
82.0,1,1.0,1,1,2105.0,2029006,1
51.0,17,21.0,33,6,1626.0,310588,0
133.0,45,64.0,57,16,3472.0,7890579,2
33.0,5,4.0,6,1,985.0,320132,0
33.0,6,7.0,15,0,985.0,320132,0
148.0,68,73.0,119,15,3836.0,15029674,3
0.0,0,2.0,6,0,50.0,526038,0
8.0,1,1.0,4,1,201.0,1202373,1
82.0,46,26.0,75,5,1998.0,9017804,2
117.0,26,31.0,23,7,3089.0,360712,0
117.0,8,8.0,13,2,3089.0,360712,0
117.0,25,38.0,23,4,3089.0,360712,0
11.0,7,4.0,2,1,328.0,1502967,1
11.0,7,8.0,3,1,328.0,1502967,1
149.0,52,91.0,69,16,3872.0,7214243,2
139.0,51,100.0,79,18,3460.0,9769288,2
144.0,107,86.0,92,28,3750.0,1878709,1
35.0,19,40.0,33,9,916.0,375741,0
136.0,71,121.0,108,30,3510.0,18572384,3
35.0,14,12.0,22,6,1122.0,751483,0
94.0,54,60.0,59,15,2326.0,330652,0
145.0,95,94.0,109,25,3722.0,6350037,2
140.0,65,69.0,87,18,3594.0,7514837,2
16.0,21,14.0,9,2,623.0,695122,0
26.0,14,6.0,20,1,654.0,5460781,1
116.0,25,2.0,17,0,2718.0,3005934,1
116.0,63,30.0,58,4,2718.0,3005934,1
102.0,18,30.0,35,6,2816.0,315623,0
102.0,17,17.0,25,2,2816.0,315623,0
13.0,17,6.0,16,2,433.0,390771,0
41.0,17,9.0,10,0,1064.0,3381676,1
124.0,30,62.0,63,17,3314.0,323138,0
124.0,58,113.0,90,38,3083.0,18142965,3
38.0,22,25.0,33,8,1231.0,751483,0
131.0,75,84.0,61,24,3335.0,12023739,3
148.0,74,79.0,67,22,3810.0,6512858,2
66.0,11,5.0,11,1,1931.0,751483,0
66.0,56,34.0,48,7,1931.0,751483,0
135.0,62,86.0,89,26,3628.0,360712,0
27.0,19,18.0,31,4,1153.0,332155,0
41.0,14,19.0,21,7,1061.0,360712,0
124.0,137,137.0,108,43,3193.0,4664208,1
50.0,32,50.0,42,10,1325.0,342676,0
144.0,73,104.0,92,27,3484.0,1127225,1
118.0,38,62.0,52,14,3188.0,317126,0
36.0,20,26.0,31,6,1070.0,302096,0
29.0,25,33.0,40,9,749.0,390771,0
96.0,78,81.0,74,21,2541.0,4584050,1
159.0,66,115.0,105,30,4201.0,435860,0
7.0,0,2.0,1,0,300.0,329901,0
7.0,2,0.0,1,0,300.0,329901,0
119.0,54,41.0,82,12,3096.0,4584050,1
150.0,100,79.0,103,25,3992.0,4408704,1
35.0,16,15.0,17,2,1039.0,826632,0
46.0,7,13.0,12,1,1315.0,6312463,2
46.0,3,8.0,8,1,1315.0,6312463,2
23.0,20,20.0,16,6,643.0,751483,0
23.0,2,1.0,2,0,643.0,751483,0
23.0,9,5.0,8,0,643.0,751483,0
98.0,36,38.0,54,20,2576.0,7615035,2
98.0,20,16.0,15,6,2576.0,7615035,2
145.0,31,52.0,89,8,3826.0,3030984,1
73.0,17,36.0,30,5,2075.0,1502967,1
102.0,40,71.0,55,15,2688.0,7264342,2
113.0,29,22.0,31,0,3008.0,1127225,1
113.0,7,7.0,10,0,3008.0,1127225,1
36.0,13,16.0,14,2,976.0,450890,0
122.0,48,30.0,29,3,3241.0,518523,0
122.0,27,16.0,26,2,3241.0,518523,0
127.0,51,89.0,88,26,3240.0,4133160,1
24.0,13,10.0,15,0,766.0,713909,0
32.0,5,25.0,18,5,897.0,480949,0
32.0,3,4.0,2,2,897.0,480949,0
54.0,12,19.0,28,2,1617.0,1052077,1
63.0,29,28.0,64,4,1811.0,428345,0
121.0,25,51.0,46,16,3186.0,3256430,1
121.0,7,17.0,18,0,3186.0,3256430,1
154.0,114,123.0,111,35,4055.0,2730391,1
30.0,6,8.0,12,2,757.0,308108,0
145.0,79,58.0,112,14,3842.0,3381676,1
125.0,36,47.0,55,13,3225.0,4944763,1
130.0,65,43.0,68,3,3500.0,450890,0
29.0,14,22.0,11,4,831.0,601186,0
71.0,10,35.0,19,6,1749.0,345682,0
71.0,11,20.0,14,5,1948.0,676335,0
71.0,6,17.0,19,2,1948.0,676335,0
96.0,72,94.0,74,24,2498.0,1315096,1
122.0,32,88.0,77,20,3214.0,8454192,2
126.0,50,74.0,61,19,3292.0,5636128,1
14.0,5,13.0,19,2,648.0,300593,0
13.0,7,3.0,4,0,377.0,3907715,1
72.0,30,30.0,25,5,2042.0,312617,0
26.0,9,17.0,17,1,605.0,9468695,2
69.0,16,25.0,16,2,1733.0,2630193,1
69.0,5,10.0,7,1,1733.0,2630193,1
124.0,62,37.0,68,6,3308.0,375741,0
129.0,91,92.0,88,26,3420.0,8642063,2
19.0,32,21.0,13,2,597.0,1164799,1
117.0,28,27.0,62,11,2964.0,2630193,1
117.0,8,9.0,19,4,2964.0,2630193,1
141.0,59,107.0,87,31,3638.0,1315096,1
8.0,6,2.0,5,1,259.0,305102,0
8.0,2,0.0,3,0,259.0,305102,0
138.0,45,51.0,87,6,3718.0,556097,0
112.0,44,57.0,62,17,3113.0,1052077,1
61.0,10,25.0,17,10,1638.0,1202373,1
61.0,12,9.0,11,2,1638.0,1202373,1
61.0,3,2.0,2,0,1638.0,1202373,1
122.0,42,47.0,57,11,3290.0,2141728,1
101.0,59,82.0,50,26,2409.0,2179302,1
142.0,78,78.0,96,19,3821.0,3344102,1
5.0,4,3.0,7,0,401.0,323138,0
78.0,28,42.0,45,7,2098.0,308108,0
28.0,14,15.0,21,2,1022.0,413316,0
74.0,42,40.0,61,5,2077.0,2254451,1
25.0,9,23.0,15,7,636.0,1427819,1
55.0,10,7.0,18,1,1374.0,2780489,1
55.0,5,25.0,17,7,1374.0,2780489,1
2.0,96,145.0,100,37,42.0,8116024,2
132.0,81,46.0,72,3,3519.0,3005934,1
155.0,102,103.0,84,14,4076.0,9543843,2
57.0,14,35.0,33,10,1508.0,751483,0
148.0,100,132.0,134,41,3855.0,6556695,2
77.0,22,27.0,31,5,2058.0,6011869,2
139.0,54,79.0,67,20,3579.0,2329599,1
130.0,63,55.0,102,12,3431.0,1690838,1
138.0,117,106.0,129,49,3458.0,16019868,3
108.0,56,96.0,74,24,2542.0,8266321,2
17.0,10,29.0,17,4,539.0,348688,0
37.0,9,24.0,27,9,921.0,1502967,1
89.0,57,53.0,45,14,2374.0,315623,0
157.0,90,125.0,114,33,4051.0,9017804,2
38.0,15,25.0,30,6,1226.0,330652,0
71.0,36,28.0,23,6,1896.0,323138,0
129.0,52,55.0,97,10,3481.0,1991431,1
41.0,29,22.0,35,2,1411.0,303599,0
50.0,31,50.0,38,10,1535.0,338167,0
144.0,66,96.0,82,19,3820.0,7139095,2
61.0,36,40.0,38,6,1479.0,6644378,2
108.0,67,57.0,73,18,2965.0,2630193,1
42.0,6,43.0,28,12,1151.0,901780,0
144.0,103,108.0,129,42,3758.0,6763353,2
16.0,7,28.0,13,6,425.0,976928,0
106.0,70,65.0,73,26,2757.0,11422552,3
26.0,9,17.0,21,5,750.0,360712,0
117.0,32,47.0,43,6,3131.0,1127225,1
70.0,76,73.0,60,32,1761.0,14027695,3
87.0,27,61.0,47,15,2618.0,894265,0
65.0,16,39.0,50,5,2072.0,330652,0
144.0,63,76.0,94,16,3774.0,3381676,1
91.0,57,64.0,59,18,2200.0,1127225,1
118.0,36,31.0,81,4,3027.0,3456825,1
96.0,29,34.0,49,1,2607.0,443375,0
5.0,41,30.0,31,9,99.0,4508902,1
5.0,23,19.0,16,6,99.0,4508902,1
83.0,14,42.0,22,6,2160.0,9393546,2
71.0,45,35.0,44,11,1752.0,300593,0
57.0,12,19.0,23,6,1490.0,789057,0
101.0,20,39.0,36,10,2726.0,4429861,1
39.0,1,1.0,8,0,1157.0,405801,0
39.0,21,16.0,25,2,1157.0,405801,0
79.0,18,41.0,40,10,2231.0,563612,0
115.0,10,12.0,12,1,3079.0,3005934,1
115.0,2,1.0,5,0,3079.0,3005934,1
115.0,14,12.0,14,2,3079.0,3005934,1
115.0,24,22.0,29,2,3079.0,3005934,1
7.0,6,2.0,5,0,207.0,2780489,1
144.0,91,106.0,82,27,3766.0,8936371,2
0.0,0,0.0,0,0,6.0,300593,0
47.0,14,26.0,21,6,1217.0,356954,0
101.0,19,8.0,20,2,2643.0,4959792,1
101.0,32,16.0,21,0,2643.0,4959792,1
49.0,21,33.0,19,7,1411.0,380250,0
49.0,8,12.0,9,3,1411.0,380250,0
72.0,80,74.0,83,28,1851.0,10668006,3
138.0,34,89.0,87,21,3650.0,3567201,1
128.0,59,63.0,85,6,3294.0,1127225,1
47.0,33,42.0,55,10,1288.0,458405,0
144.0,42,54.0,70,14,3711.0,6763353,2
69.0,37,48.0,48,8,1788.0,3005934,1
17.0,10,5.0,10,0,469.0,330652,0
96.0,51,65.0,65,8,2508.0,5410682,1
54.0,15,26.0,23,6,1435.0,1653264,1
115.0,42,66.0,59,14,2999.0,420830,0
52.0,10,19.0,32,7,1371.0,345682,0
107.0,103,120.0,102,39,2757.0,12956963,3
85.0,19,83.0,66,27,2209.0,12925520,3
78.0,34,57.0,52,11,2058.0,6500334,2
78.0,19,46.0,41,8,2058.0,6500334,2
31.0,10,19.0,21,4,969.0,300593,0
73.0,18,18.0,38,1,1959.0,2179302,1
57.0,21,16.0,14,1,1505.0,638761,0
38.0,18,18.0,23,4,1042.0,751483,0
162.0,71,76.0,91,31,4270.0,593672,0
162.0,123,137.0,115,41,4288.0,9919585,2
103.0,20,58.0,43,20,2729.0,3757418,1
0.0,30,104.0,76,32,6.0,465919,0
140.0,43,69.0,68,15,3676.0,4546476,1
60.0,25,23.0,38,3,1581.0,1202373,1
95.0,32,67.0,78,24,2495.0,15029674,3
136.0,37,69.0,107,21,3528.0,1027027,1
3.0,1,0.0,3,0,174.0,300593,0
28.0,10,14.0,16,3,796.0,308108,0
149.0,27,123.0,83,28,3923.0,6576225,2
3.0,2,1.0,0,0,119.0,394573,0
132.0,43,41.0,82,4,3502.0,292276,0
153.0,62,63.0,89,9,4022.0,5041772,1
42.0,3,16.0,9,2,1117.0,730691,0
65.0,14,39.0,33,8,1680.0,511484,0
158.0,107,108.0,100,41,4187.0,1826729,1
31.0,13,14.0,14,3,802.0,292276,0
123.0,27,40.0,48,6,3308.0,409187,0
89.0,16,40.0,31,6,2345.0,511484,0
13.0,2,3.0,5,2,375.0,339040,0
36.0,25,23.0,29,2,1090.0,1315245,1
124.0,96,49.0,63,17,3262.0,9498992,2
101.0,34,54.0,57,13,2735.0,1644056,1
36.0,5,32.0,24,8,883.0,293007,0
31.0,4,9.0,9,3,835.0,303967,0
42.0,14,26.0,26,5,1238.0,986433,0
111.0,65,46.0,59,13,2902.0,11764136,3
17.0,9,18.0,12,4,435.0,2338213,1
0.0,0,1.0,1,0,27.0,621087,0
40.0,22,40.0,28,10,1152.0,474949,0
28.0,28,38.0,34,12,833.0,379959,0
124.0,47,73.0,66,14,3332.0,7854935,2
161.0,100,142.0,128,57,4250.0,7063352,2
127.0,67,78.0,66,15,3333.0,4384150,1
111.0,35,47.0,45,13,2934.0,1826729,1
117.0,46,90.0,84,33,3059.0,2192075,1
101.0,22,65.0,58,16,2599.0,13152450,3
114.0,23,30.0,66,3,3044.0,5845533,1
1.0,0,0.0,0,0,30.0,876830,0
45.0,20,15.0,19,2,1192.0,657622,0
54.0,14,21.0,15,3,1468.0,2192075,1
79.0,24,30.0,39,4,2083.0,518791,0
51.0,21,36.0,28,10,1549.0,306890,0
161.0,56,104.0,104,34,4306.0,11983343,3
156.0,98,102.0,113,38,4086.0,15100961,3
142.0,31,97.0,82,25,3712.0,13298588,3
34.0,16,12.0,17,3,958.0,1169106,1
115.0,28,66.0,45,17,3078.0,11325721,3
40.0,21,20.0,33,2,1200.0,2192075,1
2.0,0,0.0,0,0,63.0,949899,0
120.0,38,58.0,68,10,3165.0,7063352,2
64.0,24,25.0,39,3,1674.0,5699395,1
109.0,60,45.0,50,8,2905.0,10521960,3
58.0,17,30.0,32,7,1526.0,6576225,2
126.0,64,97.0,75,14,3311.0,4384150,1
85.0,31,21.0,29,3,2241.0,6333149,2
85.0,28,16.0,26,2,2241.0,6333149,2
89.0,21,19.0,30,5,2306.0,1205641,1
30.0,17,36.0,27,15,789.0,292276,0
154.0,44,47.0,63,8,4030.0,343425,0
33.0,14,16.0,19,4,888.0,314197,0
46.0,7,16.0,8,0,1289.0,299583,0
26.0,11,12.0,16,4,725.0,330272,0
119.0,41,48.0,49,7,3144.0,394573,0
31.0,8,18.0,11,4,848.0,1753660,1
31.0,13,13.0,13,7,848.0,1753660,1
106.0,45,61.0,74,15,2810.0,339771,0
111.0,26,68.0,43,14,2945.0,9206715,2
65.0,49,46.0,48,10,1640.0,10229683,3
52.0,20,49.0,45,12,1283.0,10229683,3
113.0,53,71.0,54,22,3070.0,584553,0
92.0,27,58.0,61,14,2457.0,10716811,3
21.0,7,8.0,13,4,552.0,10595029,3
12.0,2,2.0,1,0,356.0,1022968,1
65.0,33,25.0,34,3,1745.0,1534452,1
121.0,13,49.0,52,12,3303.0,292276,0
97.0,22,34.0,45,8,2570.0,9133646,2
41.0,8,12.0,18,1,1252.0,3653458,1
137.0,79,88.0,100,27,3745.0,569939,0
126.0,61,49.0,76,9,3368.0,9864337,2
83.0,25,50.0,50,13,2252.0,6722363,2
55.0,81,125.0,93,41,1446.0,19071053,3
87.0,20,33.0,52,8,2289.0,1899798,1
16.0,9,5.0,8,1,457.0,9279784,2
47.0,21,25.0,19,7,1280.0,2630490,1
63.0,12,21.0,17,4,1635.0,4238011,1
126.0,33,60.0,62,9,3352.0,6576225,2
148.0,64,65.0,104,20,3883.0,13152450,3
28.0,16,15.0,23,2,1018.0,548018,0
144.0,54,99.0,92,32,3781.0,3361181,1
129.0,38,84.0,75,24,3144.0,584553,0
151.0,70,113.0,97,31,3988.0,5480187,1
43.0,13,18.0,20,3,1176.0,336118,0
68.0,23,32.0,38,7,1790.0,1424848,1
12.0,2,1.0,2,0,354.0,292276,0
106.0,20,45.0,57,7,2880.0,460335,0
3.0,10,10.0,8,4,59.0,14507153,3
111.0,50,68.0,74,28,2872.0,7550481,2
14.0,7,22.0,13,4,386.0,336118,0
23.0,4,8.0,11,3,625.0,1607521,1
86.0,29,53.0,25,8,2142.0,1607521,1
61.0,21,25.0,22,3,1656.0,2922766,1
140.0,40,66.0,76,10,3673.0,4968703,1
67.0,25,31.0,23,12,1675.0,5114841,1
105.0,38,30.0,41,9,3011.0,328811,0
105.0,22,14.0,22,5,3011.0,328811,0
56.0,37,23.0,38,6,1490.0,4018804,1
32.0,12,12.0,16,1,1115.0,310543,0
160.0,116,160.0,146,64,4155.0,18267292,3
93.0,52,61.0,48,17,2345.0,4676426,1
88.0,26,50.0,43,17,2064.0,5845533,1
145.0,42,42.0,98,6,3734.0,6576225,2
23.0,8,24.0,11,6,657.0,292276,0
101.0,29,62.0,54,14,2654.0,584553,0
134.0,43,89.0,69,13,3381.0,4384150,1
57.0,13,13.0,27,3,1741.0,584553,0
90.0,44,65.0,57,22,2271.0,18267292,3
26.0,3,8.0,16,1,726.0,584553,0
42.0,27,17.0,29,2,1024.0,13152450,3
98.0,27,43.0,39,12,2622.0,343425,0
131.0,24,35.0,48,7,3487.0,2338213,1
131.0,21,17.0,25,1,3487.0,2338213,1
116.0,34,40.0,50,9,3084.0,4676426,1
56.0,21,34.0,37,10,1756.0,1461383,1
50.0,9,3.0,9,1,1435.0,328811,0
50.0,9,2.0,19,0,1435.0,328811,0
51.0,17,25.0,27,9,1388.0,730691,0
105.0,23,30.0,31,7,2929.0,2630490,1
105.0,23,31.0,31,5,2929.0,2630490,1
135.0,37,69.0,68,21,3467.0,5114841,1
156.0,80,100.0,113,20,3972.0,11325721,3
81.0,38,54.0,48,20,2171.0,320042,0
19.0,62,74.0,83,28,434.0,8281173,2
56.0,16,38.0,50,1,2061.0,346347,0
57.0,22,21.0,30,4,1576.0,3897022,1
98.0,23,69.0,61,20,2529.0,730691,0
30.0,5,11.0,12,3,865.0,336118,0
30.0,10,7.0,7,1,865.0,336118,0
126.0,17,56.0,54,4,3350.0,566286,0
94.0,30,38.0,34,3,2379.0,8402954,2
119.0,41,140.0,97,35,2943.0,14613833,3
124.0,47,66.0,91,14,3230.0,11691067,3
3.0,1,0.0,1,0,182.0,305429,0
0.0,1,2.0,3,0,102.0,309813,0
28.0,10,11.0,16,3,743.0,2630490,1
144.0,111,124.0,101,49,3842.0,11508394,3
152.0,61,50.0,84,2,3962.0,4384150,1
137.0,43,83.0,72,17,3495.0,7087709,2
56.0,24,22.0,31,8,1383.0,2557420,1
56.0,11,13.0,15,2,1383.0,2557420,1
157.0,98,146.0,132,49,4110.0,7233847,2
28.0,8,19.0,21,6,744.0,4018804,1
14.0,1,13.0,18,3,424.0,306890,0
90.0,16,20.0,15,0,2359.0,3141974,1
90.0,10,20.0,13,2,2359.0,3141974,1
39.0,19,40.0,30,13,1031.0,657622,0
136.0,16,47.0,65,7,3574.0,5187911,1
136.0,10,12.0,18,1,3574.0,5187911,1
70.0,31,39.0,41,11,1832.0,339040,0
140.0,41,55.0,108,2,3773.0,314197,0
51.0,15,24.0,37,4,1361.0,1059502,1
126.0,82,123.0,107,38,3291.0,17780165,3
134.0,25,43.0,52,12,3508.0,1534452,1
134.0,26,32.0,41,5,3508.0,1534452,1
30.0,2,10.0,10,1,811.0,317120,0
121.0,36,48.0,79,6,3062.0,3945735,1
75.0,62,75.0,67,16,1835.0,6521423,2
109.0,17,52.0,39,7,2888.0,5151376,1
153.0,52,65.0,77,11,3988.0,7416520,2
114.0,25,52.0,52,12,3010.0,6430086,2
95.0,39,61.0,62,19,2445.0,372652,0
126.0,37,65.0,53,12,3339.0,613781,0
142.0,80,71.0,84,17,3646.0,7781866,2
60.0,9,15.0,13,0,1613.0,292276,0
24.0,5,11.0,19,2,865.0,365345,0
118.0,32,51.0,62,8,3171.0,350732,0
47.0,23,17.0,26,5,1406.0,401880,0
16.0,2,4.0,1,1,511.0,379959,0
16.0,5,10.0,6,0,511.0,379959,0
8.0,3,5.0,5,0,257.0,438415,0
46.0,14,16.0,26,4,1342.0,858562,0
131.0,67,45.0,76,2,3471.0,3215043,1
1.0,1,1.0,0,0,46.0,312736,0
140.0,59,103.0,123,31,3636.0,8037608,2
17.0,15,7.0,8,3,473.0,1132572,1
139.0,30,48.0,57,9,3661.0,431108,0
120.0,38,75.0,51,18,3183.0,7306916,2
146.0,50,75.0,83,21,3929.0,548018,0
142.0,43,100.0,65,18,3752.0,730691,0
110.0,39,85.0,62,20,2672.0,1022968,1
2.0,0,1.0,1,0,103.0,511484,0
91.0,29,28.0,51,5,2524.0,1826729,1
41.0,13,14.0,19,4,1085.0,438415,0
120.0,36,71.0,70,23,3148.0,1461383,1
130.0,57,108.0,79,27,3350.0,7672262,2
120.0,30,34.0,45,5,3170.0,6210879,2
159.0,106,130.0,126,39,4244.0,9498992,2
5.0,3,1.0,12,0,360.0,394573,0
153.0,92,126.0,110,34,4104.0,445721,0
152.0,66,70.0,118,20,4034.0,11325721,3
40.0,17,14.0,16,5,1096.0,1899798,1
9.0,7,4.0,4,0,229.0,730691,0
137.0,54,80.0,70,19,3705.0,5114841,1
125.0,46,37.0,93,10,3353.0,358038,0
20.0,14,29.0,19,6,549.0,438415,0
33.0,13,23.0,11,8,903.0,347078,0
